"Ativo","Nome","Classe","Subsetor Bovespa","Tipo de Ativo","Bolsa / Fonte"
"TTEN3<XBSP>","3tentos","ON","Agropecuária","Ação","Bovespa"
"QVUM3B<XBSP>","521 Particip","ON","-","Ação","Bovespa"
"QVQP3<XBSP>","524 Particip","ON","Outros","Ação","Bovespa"
"APPA3<XBSP>","A P Participacoes","ON","-","Ação","Bovespa"
"APPA4<XBSP>","A P Participacoes","PN","-","Ação","Bovespa"
"ABYA3<XBSP>","Abyara","ON","-","Ação","Bovespa"
"EALT3<XBSP>","Aco Altona","ON","Máquinas e equipamentos","Ação","Bovespa"
"EALT4<XBSP>","Aco Altona","PN","Máquinas e equipamentos","Ação","Bovespa"
"AVIL3<XBSP>","Acos Vill","ON","-","Ação","Bovespa"
"AVIL4<XBSP>","Acos Vill","PN","-","Ação","Bovespa"
"ADHM3<XBSP>","Advanced-Dh","ON","Serviços médico-hospitalares análises e diagnósticos","Ação","Bovespa"
"AERI3<XBSP>","Aeris","ON","Máquinas e equipamentos","Ação","Bovespa"
"AESB3<XBSP>","AES Brasil","ON","Energia elétrica","Ação","Bovespa"
"TIET3<XBSP>","AES Brasil","ON-old","Energia elétrica","Ação","Bovespa"
"TIET4<XBSP>","AES Brasil","PN","Energia elétrica","Ação","Bovespa"
"AELP3<XBSP>","AES Elpa","ON","Outros","Ação","Bovespa"
"AESL3<XBSP>","AES Sul","ON","-","Ação","Bovespa"
"AESL4<XBSP>","AES Sul","PN","-","Ação","Bovespa"
"GETI3<XBSP>","AES Tiete","ON","-","Ação","Bovespa"
"GETI4<XBSP>","AES Tiete","PN","-","Ação","Bovespa"
"AESO3<XBSP>","Aesoperacoes","ON","Energia elétrica","Ação","Bovespa"
"AETA3<XBSP>","Aetatis Sec","ON","-","Ação","Bovespa"
"AFLU3<XBSP>","Afluente","ON","Energia elétrica","Ação","Bovespa"
"AFLU5<XBSP>","Afluente","PNA","Energia elétrica","Ação","Bovespa"
"AFLU6<XBSP>","Afluente","PNB","Energia elétrica","Ação","Bovespa"
"AFLT3<XBSP>","Afluente T","ON","Energia elétrica","Ação","Bovespa"
"ANDG3B<XBSP>","AGconcessoes","ON","Holdings diversificadas","Ação","Bovespa"
"ANDG4B<XBSP>","AGconcessoes","PN","Holdings diversificadas","Ação","Bovespa"
"BSGR3<XBSP>","AGF Brasil","ON","-","Ação","Bovespa"
"CANT3B<XBSP>","Agpart","ON","Holdings diversificadas","Ação","Bovespa"
"CANT4B<XBSP>","Agpart","PN","Holdings diversificadas","Ação","Bovespa"
"AGIN3<XBSP>","Agra Incorp","ON","-","Ação","Bovespa"
"AGRA4<XBSP>","Agrale","PN","-","Ação","Bovespa"
"AGEI3<XBSP>","Agre Emp Imo","ON","-","Ação","Bovespa"
"AGEN33<XBSP>","Agrenco","ON","Comércio e distribuição","Ação","Bovespa"
"GRAO3<XBSP>","Agribrasil","ON","Agropecuária","Ação","Bovespa"
"SAGR4<XBSP>","Agroceres","PN","-","Ação","Bovespa"
"AGXY3<XBSP>","Agrogalaxy","ON","Agropecuária","Ação","Bovespa"
"ALBA3<XBSP>","Albarus","ON","-","Ação","Bovespa"
"BRGE3<XBSP>","Alfa Consorc","ON","Previdência e seguros","Ação","Bovespa"
"BRGE5<XBSP>","Alfa Consorc","PNA","Previdência e seguros","Ação","Bovespa"
"BRGE6<XBSP>","Alfa Consorc","PNB","Previdência e seguros","Ação","Bovespa"
"BRGE7<XBSP>","Alfa Consorc","PNC","Previdência e seguros","Ação","Bovespa"
"BRGE8<XBSP>","Alfa Consorc","PND","Previdência e seguros","Ação","Bovespa"
"BRGE11<XBSP>","Alfa Consorc","PNE","Previdência e seguros","Ação","Bovespa"
"BRGE12<XBSP>","Alfa Consorc","PNF","Previdência e seguros","Ação","Bovespa"
"ALSC3<XBSP>","Aliansce","ON","Exploração de imóveis","Ação","Bovespa"
"APTI3<XBSP>","Aliperti","ON","Agropecuária","Ação","Bovespa"
"APTI4<XBSP>","Aliperti","PN","Agropecuária","Ação","Bovespa"
"FRRN3B<XBSP>","All Norte","ON","Transporte","Ação","Bovespa"
"FRRN5B<XBSP>","All Norte","PNA","Transporte","Ação","Bovespa"
"FRRN6B<XBSP>","All Norte","PNB","Transporte","Ação","Bovespa"
"AALR3<XBSP>","Alliar","ON","Serviços médico-hospitalares análises e diagnósticos","Ação","Bovespa"
"ALLD3<XBSP>","Allied","ON","Comércio","Ação","Bovespa"
"SAGP3B<XBSP>","Allis Part","ON","-","Ação","Bovespa"
"ALOS3<XBSP>","Allos","ON","Exploração de imóveis","Ação","Bovespa"
"ALPA3<XBSP>","Alpargatas","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"ALPA4<XBSP>","Alpargatas","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"APER3<XBSP>","Alper S.A.","ON","Previdência e seguros","Ação","Bovespa"
"AVLL3<XBSP>","Alphaville","ON","Construção civil","Ação","Bovespa"
"ALTR3<XBSP>","Altere Sec","ON","-","Ação","Bovespa"
"ALTS3<XBSP>","Altus S/A","ON","Serviços diversos","Ação","Bovespa"
"ALTS11<XBSP>","Altus S/A","PN Resg","Serviços diversos","Ação","Bovespa"
"ALUP3<XBSP>","Alupar","ON","Energia elétrica","Ação","Bovespa"
"ALUP4<XBSP>","Alupar","PN","Energia elétrica","Ação","Bovespa"
"ALUP11<XBSP>","Alupar","UNT N2","Energia elétrica","Ação","Bovespa"
"ACES3<XBSP>","Am Inox BR","ON","-","Ação","Bovespa"
"ACES4<XBSP>","Am Inox BR","PN","-","Ação","Bovespa"
"ROSI4<XBSP>","Amadeo Rossi","PN","-","Ação","Bovespa"
"TMAC3B<XBSP>","Amazonia Celular","ON","-","Ação","Bovespa"
"TMAC5B<XBSP>","Amazonia Celular","PNA","-","Ação","Bovespa"
"TMAC6B<XBSP>","Amazonia Celular","PNB","-","Ação","Bovespa"
"TMAC7B<XBSP>","Amazonia Celular","PNC","-","Ação","Bovespa"
"TMAC8B<XBSP>","Amazonia Celular","PND","-","Ação","Bovespa"
"TMAC11B<XBSP>","Amazonia Celular","PNE","-","Ação","Bovespa"
"ABEV3<XBSP>","Ambev S/A","ON","Bebidas","Ação","Bovespa"
"AMBV4<XBSP>","Ambev S/A","PN","Bebidas","Ação","Bovespa"
"AMBP3<XBSP>","Ambipar","ON","Água e saneamento","Ação","Bovespa"
"AMLC4<XBSP>","Amelco","PN","-","Ação","Bovespa"
"BASU5<XBSP>","America do Sul","PNA","-","Ação","Bovespa"
"AMER3<XBSP>","Americanas","ON","Comércio","Ação","Bovespa"
"AMIL3<XBSP>","Amil","ON","-","Ação","Bovespa"
"CBEE3<XBSP>","Ampla Energ","ON","Energia elétrica","Ação","Bovespa"
"AMPI3<XBSP>","Ampla Invest","ON","-","Ação","Bovespa"
"IRON3<XBSP>","Anglo Brazil","ON","-","Ação","Bovespa"
"AEDU3<XBSP>","Anhanguera","ON","-","Ação","Bovespa"
"AEDU4<XBSP>","Anhanguera","PN","-","Ação","Bovespa"
"AEDU11<XBSP>","Anhanguera","UNT N2","-","Ação","Bovespa"
"ANIM3<XBSP>","Anima","ON","Diversos","Ação","Bovespa"
"IBAN3<XBSP>","Antarct Nordeste","ON","-","Ação","Bovespa"
"IBAN5<XBSP>","Antarct Nordeste","PNA","-","Ação","Bovespa"
"ITLM5<XBSP>","Antarctica MG","PNA","-","Ação","Bovespa"
"ANTA3<XBSP>","Antarctica Paulista","ON","-","Ação","Bovespa"
"ANTA4<XBSP>","Antarctica Paulista","PN","-","Ação","Bovespa"
"ANPB3<XBSP>","Antarctica Pb","ON","-","Ação","Bovespa"
"ANPB5<XBSP>","Antarctica Pb","PNA","-","Ação","Bovespa"
"IBPI5<XBSP>","Antarctica Pi","PNA","-","Ação","Bovespa"
"IBPI6<XBSP>","Antarctica Pi","PNB","-","Ação","Bovespa"
"AQT4<XBSP>","Aquatec","PN","-","Ação","Bovespa"
"ARCZ3<XBSP>","Aracruz","ON","-","Ação","Bovespa"
"ARCZ5<XBSP>","Aracruz","PNA","-","Ação","Bovespa"
"ARCZ6<XBSP>","Aracruz","PNB","-","Ação","Bovespa"
"ARND3<XBSP>","Arandu","ON","Programas e serviços","Ação","Bovespa"
"VDNP3B<XBSP>","Araucaria","ON","-","Ação","Bovespa"
"ARCE3<XBSP>","Arcelor BR","ON","-","Ação","Bovespa"
"ARCE4<XBSP>","Arcelor BR","PN","-","Ação","Bovespa"
"ARML3<XBSP>","Armac","ON","Máquinas e equipamentos","Ação","Bovespa"
"ARNO4<XBSP>","Arno","PN","-","Ação","Bovespa"
"ATBS3<XBSP>","Arteb","ON","-","Ação","Bovespa"
"ARTR3<XBSP>","Arteris","ON","Transporte","Ação","Bovespa"
"ARLA3<XBSP>","Arthur Lange","ON","-","Ação","Bovespa"
"ARLA4<XBSP>","Arthur Lange","PN","-","Ação","Bovespa"
"ASAI3<XBSP>","Assai","ON","Comércio e distribuição","Ação","Bovespa"
"ATED3<XBSP>","Atom Educ","ON","Outros","Ação","Bovespa"
"AURA33<XBSP>","Aura 360","ON","Mineração","Ação","Bovespa"
"AURE3<XBSP>","Auren","ON","Energia elétrica","Ação","Bovespa"
"AUTM3<XBSP>","Autometal","ON","-","Ação","Bovespa"
"AMOB3<XBSP>","Automob","ON","-","Ação","Bovespa"
"AXIA3<XBSP>","Axia Energia","ON","Energia elétrica","Ação","Bovespa"
"AXIA5<XBSP>","Axia Energia","PNA","Energia elétrica","Ação","Bovespa"
"AXIA6<XBSP>","Axia Energia","PNB","Energia elétrica","Ação","Bovespa"
"AXIA7<XBSP>","Axia Energia","PNC","Energia elétrica","Ação","Bovespa"
"AZEV3<XBSP>","Azevedo","ON","Construção e engenharia","Ação","Bovespa"
"AZEV4<XBSP>","Azevedo","PN","Construção e engenharia","Ação","Bovespa"
"AZTE3<XBSP>","Azt Energia","ON","-","Ação","Bovespa"
"AZUL3<XBSP>","Azul","ON","Transporte","Ação","Bovespa"
"AZUL54<XBSP>","Azul","PN","Transporte","Ação","Bovespa"
"AZZA3<XBSP>","Azzas 2154","ON","Comércio","Ação","Bovespa"
"BLUT3<XBSP>","B Tech Eqi","ON","Outros","Ação","Bovespa"
"BLUT4<XBSP>","B Tech Eqi","PN","Outros","Ação","Bovespa"
"B1003<XBSP>","B100 SA","ON","-","Ação","Bovespa"
"B3SA3<XBSP>","B3","ON","Serviços financeiros diversos","Ação","Bovespa"
"BHEQ4<XBSP>","Bahema Equipament","PN","-","Ação","Bovespa"
"BSUL5<XBSP>","Bahia Sul","PNA","-","Ação","Bovespa"
"CBAG3<XBSP>","Ban Armazens","ON","-","Ação","Bovespa"
"BECE3<XBSP>","Banco Bec","ON","-","Ação","Bovespa"
"BECE4<XBSP>","Banco Bec","PN","-","Ação","Bovespa"
"EBEN3<XBSP>","Bandeirante Energ","ON","-","Ação","Bovespa"
"EBEN4<XBSP>","Bandeirante Energ","PN","-","Ação","Bovespa"
"BBCM4<XBSP>","Bandeirantes","PN","-","Ação","Bovespa"
"BESP3<XBSP>","Banespa","ON","-","Ação","Bovespa"
"BESP4<XBSP>","Banespa","PN","-","Ação","Bovespa"
"BEPA4<XBSP>","Banestado","PN","-","Ação","Bovespa"
"LOSA3<XBSP>","Banex S/A","ON","-","Ação","Bovespa"
"LOSA4<XBSP>","Banex S/A","PN","-","Ação","Bovespa"
"BNNE3<XBSP>","Banorte","ON","-","Ação","Bovespa"
"BDLL3<XBSP>","Bardella","ON","Máquinas e equipamentos","Ação","Bovespa"
"BDLL4<XBSP>","Bardella","PN","Máquinas e equipamentos","Ação","Bovespa"
"BALM3<XBSP>","Baumer","ON","Equipamentos","Ação","Bovespa"
"BALM4<XBSP>","Baumer","PN","Equipamentos","Ação","Bovespa"
"BBML3<XBSP>","Bbmlogistica","ON","Serviços diversos","Ação","Bovespa"
"BBSE3<XBSP>","BBSeguridade","ON","Previdência e seguros","Ação","Bovespa"
"BCNA4<XBSP>","BCN","PN","-","Ação","Bovespa"
"PBEL3B<XBSP>","Belapart","ON","Outros","Ação","Bovespa"
"PBEL5B<XBSP>","Belapart","PNA","Outros","Ação","Bovespa"
"PBEL6B<XBSP>","Belapart","PNB","Outros","Ação","Bovespa"
"BEMA3<XBSP>","Bematech","ON","-","Ação","Bovespa"
"BEMG3<XBSP>","Bemge","ON","-","Ação","Bovespa"
"BEMG4<XBSP>","Bemge","PN","-","Ação","Bovespa"
"BMOB3<XBSP>","Bemobi Tech","ON","Programas e serviços","Ação","Bovespa"
"BERG3<XBSP>","Bergamo","ON","-","Ação","Bovespa"
"BERG5<XBSP>","Bergamo","PNA","-","Ação","Bovespa"
"BSCT3<XBSP>","Besc","ON","-","Ação","Bovespa"
"BSCT5<XBSP>","Besc","PNA","-","Ação","Bovespa"
"BSCT6<XBSP>","Besc","PNB","-","Ação","Bovespa"
"BTAS5<XBSP>","Beta","PNA","-","Ação","Bovespa"
"BETP3<XBSP>","Betapart","ON","Outros","Ação","Bovespa"
"BHGR3<XBSP>","BHG","ON","-","Ação","Bovespa"
"BMKS3<XBSP>","Bic Monark","ON","Viagens e lazer","Ação","Bovespa"
"BICB3<XBSP>","Bicbanco","ON","-","Ação","Bovespa"
"BICB4<XBSP>","Bicbanco","PN","-","Ação","Bovespa"
"BICB11<XBSP>","Bicbanco","UnN1","-","Ação","Bovespa"
"BIOB4<XBSP>","Biobras","PN","-","Ação","Bovespa"
"BIED3<XBSP>","Bioma Educ","ON","Diversos","Ação","Bovespa"
"BAHI4<XBSP>","Bioma Educ","PN","Diversos","Ação","Bovespa"
"BIOM3<XBSP>","Biomm","ON","Medicamentos e outros produtos","Ação","Bovespa"
"BIOM4<XBSP>","Biomm","PN","Medicamentos e outros produtos","Ação","Bovespa"
"BSEV3<XBSP>","Biosev","ON","Alimentos processados","Ação","Bovespa"
"GBIO33<XBSP>","Biotoscana","ON","Medicamentos e outros produtos","Ação","Bovespa"
"BLAU3<XBSP>","Blau","ON","Comércio e distribuição","Ação","Bovespa"
"CTWR3<XBSP>","Blue Tree","ON","-","Ação","Bovespa"
"BMEF3<XBSP>","BM&F","ON","-","Ação","Bovespa"
"SOJA3<XBSP>","Boa Safra","ON","Agropecuária","Ação","Bovespa"
"BOAS3<XBSP>","Boa Vista","ON","Serviços financeiros diversos","Ação","Bovespa"
"BBV4<XBSP>","Boavista","PN","-","Ação","Bovespa"
"BOBR3<XBSP>","Bombril","ON","Produtos de uso pessoal e de limpeza","Ação","Bovespa"
"BOBR4<XBSP>","Bombril","PN","Produtos de uso pessoal e de limpeza","Ação","Bovespa"
"BPCO4<XBSP>","Bompreco","PN","-","Ação","Bovespa"
"IDCO3<XBSP>","Bompreco Bah","ON","-","Ação","Bovespa"
"IDCO4<XBSP>","Bompreco Bah","PN","-","Ação","Bovespa"
"BNPA3B<XBSP>","Bonaire Part","ON","Energia elétrica","Ação","Bovespa"
"STRP3<XBSP>","Botucatu Tex","ON","-","Ação","Bovespa"
"STRP4<XBSP>","Botucatu Tex","PN","-","Ação","Bovespa"
"BOVH3<XBSP>","Bovespa Holding","ON","-","Ação","Bovespa"
"FRPS3<XBSP>","BR Ferrovias","ON","-","Ação","Bovespa"
"FRPS4<XBSP>","BR Ferrovias","PN","-","Ação","Bovespa"
"HCBR3<XBSP>","BR Home","ON","Comércio","Ação","Bovespa"
"BRML3<XBSP>","BR Malls Par","ON","Exploração de imóveis","Ação","Bovespa"
"BPHA3<XBSP>","BR Pharma","ON","Comércio e distribuição","Ação","Bovespa"
"BRPR3<XBSP>","BR Propert","ON","Exploração de imóveis","Ação","Bovespa"
"BRAP3<XBSP>","Bradespar","ON","Mineração","Ação","Bovespa"
"BRAP4<XBSP>","Bradespar","PN","Mineração","Ação","Bovespa"
"BRAP99<XBSP>","Bradespar","UNT","Mineração","Ação","Bovespa"
"SAUD3<XBSP>","Bradsaude","ON","Serviços médico-hospitalares análises e diagnósticos","Ação","Bovespa"
"ITPS4<XBSP>","Brampac","PN","-","Ação","Bovespa"
"BRTP3<XBSP>","Brasil T Par","ON","-","Ação","Bovespa"
"BRTP4<XBSP>","Brasil T Par","PN","-","Ação","Bovespa"
"AGRO3<XBSP>","Brasilagro","ON","Agropecuária","Ação","Bovespa"
"LITS3<XBSP>","Brasilit","ON","-","Ação","Bovespa"
"BRKM3<XBSP>","Braskem","ON","Químicos","Ação","Bovespa"
"BRKM5<XBSP>","Braskem","PNA","Químicos","Ação","Bovespa"
"BRKM6<XBSP>","Braskem","PNB","Químicos","Ação","Bovespa"
"BMTO3<XBSP>","Brasmotor","ON","Utilidades domésticas","Ação","Bovespa"
"BMTO4<XBSP>","Brasmotor","PN","Utilidades domésticas","Ação","Bovespa"
"BPLA5<XBSP>","Brasperola","PNA","-","Ação","Bovespa"
"BRAV3<XBSP>","Brava","ON","Petróleo gás e biocombustíveis","Ação","Bovespa"
"BFRE3<XBSP>","Brazilian Fr","ON","-","Ação","Bovespa"
"BRFS3<XBSP>","BRF SA","ON","Alimentos processados","Ação","Bovespa"
"PRGA4<XBSP>","BRF SA","PN","Alimentos processados","Ação","Bovespa"
"BRIT3<XBSP>","Brisanet","ON","Telecomunicações","Ação","Bovespa"
"BRST3<XBSP>","Brisanet","ON","Telecomunicações","Ação","Bovespa"
"BISA3<XBSP>","Brookfield","ON","-","Ação","Bovespa"
"BRQB3<XBSP>","Brq","ON","Programas e serviços","Ação","Bovespa"
"BRUM4<XBSP>","Brumadinho","PN","-","Ação","Bovespa"
"BUET3<XBSP>","Buettner","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"BUET4<XBSP>","Buettner","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"CEVA3<XBSP>","Bunge Alimentos","ON","-","Ação","Bovespa"
"CEVA4<XBSP>","Bunge Alimentos","PN","-","Ação","Bovespa"
"MSAN3<XBSP>","Bunge Brasil","ON","-","Ação","Bovespa"
"MSAN4<XBSP>","Bunge Brasil","PN","-","Ação","Bovespa"
"MAHS4<XBSP>","Bunge Fertilizantes","PN","-","Ação","Bovespa"
"CABI3<XBSP>","Cabinda Part","ON","Outros","Ação","Bovespa"
"CDOU4<XBSP>","Cach Dourada","PN","-","Ação","Bovespa"
"CIQU3<XBSP>","Cacique","ON","-","Ação","Bovespa"
"CIQU4<XBSP>","Cacique","PN","-","Ação","Bovespa"
"CACO3B<XBSP>","Caconde Part","ON","Outros","Ação","Bovespa"
"CMET3<XBSP>","Caemi","ON","-","Ação","Bovespa"
"CMET4<XBSP>","Caemi","PN","-","Ação","Bovespa"
"CAFE3<XBSP>","Caf Brasilia","ON","-","Ação","Bovespa"
"CAFE4<XBSP>","Caf Brasilia","PN","-","Ação","Bovespa"
"CAIA3B<XBSP>","Caianda Part","ON","Outros","Ação","Bovespa"
"CXSE3<XBSP>","Caixa Seguri","ON","Previdência e seguros","Ação","Bovespa"
"CAMB3<XBSP>","Cambuci","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"CAMB4<XBSP>","Cambuci","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"CAML3<XBSP>","Camil","ON","Alimentos processados","Ação","Bovespa"
"CPTP3B<XBSP>","Capitalpart","ON","Outros","Ação","Bovespa"
"CRBM3<XBSP>","Caraiba Met","ON","-","Ação","Bovespa"
"CRBM5<XBSP>","Caraiba Met","PNA","-","Ação","Bovespa"
"CRBM7<XBSP>","Caraiba Met","PNC","-","Ação","Bovespa"
"CRBM8<XBSP>","Caraiba Met","PND","-","Ação","Bovespa"
"CRBM11<XBSP>","Caraiba Met","PNE","-","Ação","Bovespa"
"SOLO4<XBSP>","Cargill Fertilizant","PN","-","Ação","Bovespa"
"CRFB3<XBSP>","Carrefour BR","ON","Comércio e distribuição","Ação","Bovespa"
"CABR4<XBSP>","Casa Anglo","PN","-","Ação","Bovespa"
"CASN3<XBSP>","Casan","ON","Água e saneamento","Ação","Bovespa"
"CASN4<XBSP>","Casan","PN","Água e saneamento","Ação","Bovespa"
"BHIA3<XBSP>","Casas Bahia","ON","Comércio","Ação","Bovespa"
"VVAR4<XBSP>","Casas Bahia","PN","Comércio","Ação","Bovespa"
"VVAR11<XBSP>","Casas Bahia","UNT N2","Comércio","Ação","Bovespa"
"CBAV3<XBSP>","Cba","ON","Mineração","Ação","Bovespa"
"CCTU3<XBSP>","CBC Cartucho","ON","-","Ação","Bovespa"
"CCTU4<XBSP>","CBC Cartucho","PN","-","Ação","Bovespa"
"TRIM3<XBSP>","Cbcc Contact Center","ON","-","Ação","Bovespa"
"CBVI4<XBSP>","Cbv Ind Mec","PN","-","Ação","Bovespa"
"CCIM3<XBSP>","CC Des Imob","ON","-","Ação","Bovespa"
"CCXC3<XBSP>","Ccx Carvao","ON","Outros","Ação","Bovespa"
"CEAB3<XBSP>","Cea Modas","ON","Comércio","Ação","Bovespa"
"CEBR3<XBSP>","Ceb","ON","Energia elétrica","Ação","Bovespa"
"CEBR5<XBSP>","Ceb","PNA","Energia elétrica","Ação","Bovespa"
"CEBR6<XBSP>","Ceb","PNB","Energia elétrica","Ação","Bovespa"
"CEDO3<XBSP>","Cedro","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"CEDO4<XBSP>","Cedro","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"CEDO6<XBSP>","Cedro","PNB","Tecidos vestuário e calçados","Ação","Bovespa"
"CEED3<XBSP>","Ceee-D","ON","Energia elétrica","Ação","Bovespa"
"CEED4<XBSP>","Ceee-D","PN","Energia elétrica","Ação","Bovespa"
"CGEE3<XBSP>","Ceee-G","ON","Energia elétrica","Ação","Bovespa"
"CGEE4<XBSP>","Ceee-G","PN","Energia elétrica","Ação","Bovespa"
"EEEL3<XBSP>","Ceee-T","ON","Energia elétrica","Ação","Bovespa"
"EEEL4<XBSP>","Ceee-T","PN","Energia elétrica","Ação","Bovespa"
"CEGR3<XBSP>","Ceg","ON","Gás","Ação","Bovespa"
"CLSC3<XBSP>","Celesc","ON","Energia elétrica","Ação","Bovespa"
"CLSC4<XBSP>","Celesc","PN","Energia elétrica","Ação","Bovespa"
"CLSC5<XBSP>","Celesc","PNA","Energia elétrica","Ação","Bovespa"
"CGOS3<XBSP>","Celg","ON","-","Ação","Bovespa"
"CGOS4<XBSP>","Celg","PN","-","Ação","Bovespa"
"CGOS6<XBSP>","Celg","PNB","-","Ação","Bovespa"
"GPAR3<XBSP>","Celgpar","ON","Energia elétrica","Ação","Bovespa"
"CELM3<XBSP>","Celm","ON","-","Ação","Bovespa"
"CEPE3<XBSP>","Celpe","ON","Energia elétrica","Ação","Bovespa"
"CEPE5<XBSP>","Celpe","PNA","Energia elétrica","Ação","Bovespa"
"CEPE6<XBSP>","Celpe","PNB","Energia elétrica","Ação","Bovespa"
"MAPT3<XBSP>","Cemepe","ON","Outros","Ação","Bovespa"
"MAPT4<XBSP>","Cemepe","PN","Outros","Ação","Bovespa"
"CMIG3<XBSP>","Cemig","ON","Energia elétrica","Ação","Bovespa"
"CMIG4<XBSP>","Cemig","PN","Energia elétrica","Ação","Bovespa"
"CTLG3<XBSP>","Cent Açu","ON","-","Ação","Bovespa"
"CTMI3<XBSP>","Cent Min-Rio","ON","-","Ação","Bovespa"
"CESP3<XBSP>","Cesp","ON","Energia elétrica","Ação","Bovespa"
"CESP5<XBSP>","Cesp","PNA","Energia elétrica","Ação","Bovespa"
"CESP6<XBSP>","Cesp","PNB","Energia elétrica","Ação","Bovespa"
"CETE3<XBSP>","Ceterp","ON","-","Ação","Bovespa"
"CETE4<XBSP>","Ceterp","PN","-","Ação","Bovespa"
"CTIP3<XBSP>","Cetip","ON","Serviços financeiros diversos","Ação","Bovespa"
"CVPT3<XBSP>","Ceval Part","ON","-","Ação","Bovespa"
"CVPT4<XBSP>","Ceval Part","PN","-","Ação","Bovespa"
"CHAP3<XBSP>","Chapeco","ON","-","Ação","Bovespa"
"CHAP4<XBSP>","Chapeco","PN","-","Ação","Bovespa"
"CCHI3<XBSP>","Chiarelli","ON","Construção e engenharia","Ação","Bovespa"
"CCHI4<XBSP>","Chiarelli","PN","Construção e engenharia","Ação","Bovespa"
"HGTX3<XBSP>","Cia Hering","ON","Tecidos vestuário e calçados","Ação","Bovespa"
"HGTX4<XBSP>","Cia Hering","PN","Tecidos vestuário e calçados","Ação","Bovespa"
"CSIP6<XBSP>","Cia Siderurgica Paulista Cosipa (Antiga)","PNB","-","Ação","Bovespa"
"CIC4<XBSP>","Cica","PN","-","Ação","Bovespa"
"CIEL3<XBSP>","Cielo","ON","Serviços financeiros diversos","Ação","Bovespa"
"ICPI3<XBSP>","Cim Itau","ON","-","Ação","Bovespa"
"ICPI4<XBSP>","Cim Itau","PN","-","Ação","Bovespa"
"MAFE3<XBSP>","Cimaf","ON","-","Ação","Bovespa"
"GAFP3<XBSP>","Cimob Partic","ON","-","Ação","Bovespa"
"GAFP4<XBSP>","Cimob Partic","PN","-","Ação","Bovespa"
"CMSA3<XBSP>","Cims","ON","Outros","Ação","Bovespa"
"CMSA4<XBSP>","Cims","PN","Outros","Ação","Bovespa"
"CNSY3<XBSP>","Cinesystem","ON","Mídia","Ação","Bovespa"
"CLAN3<XBSP>","Clarion","ON","-","Ação","Bovespa"
"CLAN4<XBSP>","Clarion","PN","-","Ação","Bovespa"
"CLSA3<XBSP>","Clearsale","ON","Serviços financeiros diversos","Ação","Bovespa"
"CMMA3<XBSP>","Cma Part","ON","-","Ação","Bovespa"
"CMMA4<XBSP>","Cma Part","PN","-","Ação","Bovespa"
"COAR3<XBSP>","Coari Part","ON","-","Ação","Bovespa"
"COAR4<XBSP>","Coari Part","PN","-","Ação","Bovespa"
"CBMA3<XBSP>","Cobrasma","ON","Material de transporte","Ação","Bovespa"
"CBMA4<XBSP>","Cobrasma","PN","Material de transporte","Ação","Bovespa"
"CEEB3<XBSP>","Coelba","ON","Energia elétrica","Ação","Bovespa"
"CEEB5<XBSP>","Coelba","PNA","Energia elétrica","Ação","Bovespa"
"CEEB6<XBSP>","Coelba","PNB","Energia elétrica","Ação","Bovespa"
"COCE3<XBSP>","Coelce","ON","Energia elétrica","Ação","Bovespa"
"COCE5<XBSP>","Coelce","PNA","Energia elétrica","Ação","Bovespa"
"COCE6<XBSP>","Coelce","PNB","Energia elétrica","Ação","Bovespa"
"FAPC4<XBSP>","Cofap","PN","-","Ação","Bovespa"
"COGN3<XBSP>","Cogna ON","ON","Diversos","Ação","Bovespa"
"KROT4<XBSP>","Cogna ON","PN","Diversos","Ação","Bovespa"
"KROT11<XBSP>","Cogna ON","UNT N2","Diversos","Ação","Bovespa"
"IVIL4<XBSP>","Coinvest","PN","-","Ação","Bovespa"
"CLDX4<XBSP>","Coldex","PN","-","Ação","Bovespa"
"COMR3<XBSP>","Comerc","ON","Energia elétrica","Ação","Bovespa"
"CGAS3<XBSP>","Comgas","ON","Gás","Ação","Bovespa"
"CGAS5<XBSP>","Comgas","PNA","Gás","Ação","Bovespa"
"CPNY3<XBSP>","Company","ON","-","Ação","Bovespa"
"PASS3<XBSP>","Compass Gas","ON","Gás","Ação","Bovespa"
"PASS5<XBSP>","Compass Gas","PNA","Gás","Ação","Bovespa"
"PASS6<XBSP>","Compass Gas","PNB","Gás","Ação","Bovespa"
"CRTE3<XBSP>","Conc Rio Ter","ON","Transporte","Ação","Bovespa"
"CRTE5<XBSP>","Conc Rio Ter","PNA","Transporte","Ação","Bovespa"
"CNFB3<XBSP>","Confab","ON","-","Ação","Bovespa"
"CNFB4<XBSP>","Confab","PN","-","Ação","Bovespa"
"CALI3<XBSP>","Const A Lind","ON","Construção civil","Ação","Bovespa"
"CALI4<XBSP>","Const A Lind","PN","Construção civil","Ação","Bovespa"
"COBE3B<XBSP>","Const Beter","ON","-","Ação","Bovespa"
"COBE5B<XBSP>","Const Beter","PNA","-","Ação","Bovespa"
