ano,empresa,ticker,total_volume_negociado,flag_trading_days,menor_data,pat_liq,market_cap
2010,CSAN,CSAN3,4898513.439,1.0,1.0,4040667.0,5360284.8
2010,CSMG,CSMG3,1178523.381,1.0,1.0,3966677.0,2935797.2
2010,CSNA,CSNA3,27271669.345,1.0,1.0,6927541.0,33093185.4
2010,CYRE,CYRE3,13088085.333,1.0,1.0,2425316.0,5472922.95
2010,DASA,DASA3,2846218.012,1.0,1.0,517829.0,1974663.2
2010,DURA,DURA4,2683339.321,1.0,1.0,1789980.0,2723234.89
2010,EGIE,EGIE3,3360129.433,1.0,1.0,3667939.0,12369464.538
2010,ELPL,ELPL4,5361698.566,1.0,1.0,3600894.0,5669514.6054
2010,EMBJ,EMBJ3,5472884.786,1.0,1.0,5461320.0,5897870.1086
2010,ENBR,ENBR3,2050814.9309999999,1.0,1.0,3852511.0,3868826.25
2010,ENEV,ENEV3,1721887.6630000002,1.0,1.0,2002092.0,1858576.0
2010,EQTL,EQTL3,798633.2490000001,1.0,1.0,1158902.0,1667279.25
2010,FESA,FESA4,711794.318,1.0,1.0,873687.0,762990.0
2010,FFTL,FFTL4,2964519.5590000004,1.0,1.0,1994283.0,5884943.8079
2010,FHER,FHER3,508400.488,1.0,1.0,302198.0,388737.42
2010,FIBR,FIBR3,3276695.091,1.0,8.0,8662825.0,8671762.24
2010,GETI,GETI4,1970337.331,1.0,1.0,700235.0,7400410.69
2010,GFSA,GFSA3,9906554.797,1.0,1.0,1717246.0,2136239.82
2010,GGBR,GGBR4,31861623.264999997,1.0,1.0,18167297.0,26837557.44
2010,GOAU,GOAU4,7079970.786,1.0,1.0,8639006.0,9687549.0
2010,GOLL,GOLL54,6397244.806,1.0,1.0,1946225.0,2470069.8
2010,GPIV,GPIV33,800269.9530000001,1.0,1.0,1058946.0,1218820.6813
2010,GVTT,GVTT3,12657435.977000002,1.0,1.0,1912679.0,4187144.0
